code,description,name,address,city,state,zip,phone,fax,person,business indicator,women business indicator,local business indicator,over million dollar revenue indicator,date
32040  ,ENGR-FULL SERVICE                                                                         ,"CASHIN ASSOCIATES, P.C.",1200 Veterans Memorial Hwy,Hauppauge                     ,NY,11788          ,631-348-7600                  ,,Lacey Keefer                  ,N,N,N,Y,03/15/2020
36000  ,CONSTR RELATED SRVCS (USE W/PROFILE CODES)                                                ,"CASHIN ASSOCIATES, P.C.",1200 Veterans Memorial Hwy,Hauppauge                     ,NY,11788          ,631-348-7600                  ,,Lacey Keefer                  ,N,N,N,Y,03/15/2020
86040  ,INFORMATION TECHNOLOGY CONSULTANT                                                         ,"CCN Resources, LLC",240 West 35th Street,New York                      ,NY,10001          ,212-225-9725                  ,646-404-2005   ,Michael Rozen                 ,N,Y,N,Y,08/07/2018
86090  ,TRAINING SERVICES (SUPPORT)                                                               ,CDR Training Solutions LLC,97-41 75th Street,Ozone Park                    ,NY,11416          ,646-464-3617                  ,646-893-8790   ,Cynthia Ronald                ,Y,Y,N,Y,07/27/2020
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,CDS-MESTEL CONSTRUCTION CORP.,2120 Jericho Turnpike,Garden City Park              ,NY,11040          ,516-417-3811                  ,,Justin Rothberg               ,N,N,N,Y,10/06/2020
02300  ,EARTHWORK                                                                                 ,CEDRIC CONSTRUCTION CORP.,2022 HILLSIDE AVENUE,NEW HYDE PARK                 ,NY,11040          ,516-354-8855                  ,516-322-4861   ,Daniel D'Arpino               ,N,N,N,N,02/23/2020
02700  ,PAVING AND SURFACING                                                                      ,CEDRIC CONSTRUCTION CORP.,2022 HILLSIDE AVENUE,NEW HYDE PARK                 ,NY,11040          ,516-354-8855                  ,516-322-4861   ,Daniel D'Arpino               ,N,N,N,N,02/23/2020
03100  ,CONCRETE FORMWORK                                                                         ,CEDRIC CONSTRUCTION CORP.,2022 HILLSIDE AVENUE,NEW HYDE PARK                 ,NY,11040          ,516-354-8855                  ,516-322-4861   ,Daniel D'Arpino               ,N,N,N,N,02/23/2020
03200  ,CONCRETE REINFORCEMENT                                                                    ,CEDRIC CONSTRUCTION CORP.,2022 HILLSIDE AVENUE,NEW HYDE PARK                 ,NY,11040          ,516-354-8855                  ,516-322-4861   ,Daniel D'Arpino               ,N,N,N,N,02/23/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,CEDRIC CONSTRUCTION CORP.,2022 HILLSIDE AVENUE,NEW HYDE PARK                 ,NY,11040          ,516-354-8855                  ,516-322-4861   ,Daniel D'Arpino               ,N,N,N,N,02/23/2020
08300  ,SPECIAL DOORS                                                                             ,Ceiling Craftsman Inc,571 atlantic city blvd.,bayville                      ,NJ,08721          ,732-237-9115                  ,723-904-4766   ,Henry Schulz                  ,N,N,N,N,04/17/2021
09510  ,ACOUSTICAL TREATMENT                                                                      ,Ceiling Craftsman Inc,571 atlantic city blvd.,bayville                      ,NJ,08721          ,732-237-9115                  ,723-904-4766   ,Henry Schulz                  ,N,N,N,N,04/17/2021
09200  ,LATH AND PLASTER                                                                          ,CENTRAL LATHING LLC,99 Cottage Place,Mineola                       ,NY,11501          ,516-877-2136                  ,917-975-2911   , Kara Jenny Goldstein         ,N,Y,N,N,02/27/2021
15500  ,HEAT GENERATION                                                                           ,"Central Mechanical Systems, Inc.",2060 Eastern Parkway,Brooklyn                      ,NY,11207          ,718-452-7700                  ,,Rajesh K. Dharia              ,Y,N,N,Y,07/24/2018
15700  ,"HEATING, VENTIL & AIR CONDITION                                                           ","Central Mechanical Systems, Inc.",2060 Eastern Parkway,Brooklyn                      ,NY,11207          ,718-452-7700                  ,,Rajesh K. Dharia              ,Y,N,N,Y,07/24/2018
06100  ,ROUGH CARPENTRY                                                                           ,"Centre Interiors Woodworking Co., Inc.",100-01 103rd Avenue,Ozone Park                    ,NY,11417          ,718-323-1343                  ,,ALEX LEE                      ,Y,N,N,Y,02/28/2019
06200  ,FINISH CARPENTRY                                                                          ,"Centre Interiors Woodworking Co., Inc.",100-01 103rd Avenue,Ozone Park                    ,NY,11417          ,718-323-1343                  ,,ALEX LEE                      ,Y,N,N,Y,02/28/2019
06400  ,ARCHITECTURAL WOODWORK                                                                    ,"Centre Interiors Woodworking Co., Inc.",100-01 103rd Avenue,Ozone Park                    ,NY,11417          ,718-323-1343                  ,,ALEX LEE                      ,Y,N,N,Y,02/28/2019
09510  ,ACOUSTICAL TREATMENT                                                                      ,"Centre Interiors Woodworking Co., Inc.",100-01 103rd Avenue,Ozone Park                    ,NY,11417          ,718-323-1343                  ,,ALEX LEE                      ,Y,N,N,Y,02/28/2019
12300  ,MANUFACTURED CASEWORK                                                                     ,"Centre Interiors Woodworking Co., Inc.",100-01 103rd Avenue,Ozone Park                    ,NY,11417          ,718-323-1343                  ,,ALEX LEE                      ,Y,N,N,Y,02/28/2019
32030  ,ENGINEERING - CIVIL/STRUCTURAL                                                            ,"Centrix Engineers, Inc. P.C. DBA Centrix Engineering",620 Tremont Avenue,South Plainfield              ,NJ,07080          ,908-205-0923                  ,732-986-1272   ,Hiranmayee K Goel             ,Y,Y,N,Y,04/04/2020
09610  ,FLOOR TREATMENT                                                                           ,Centron Enterprises LLC,215  Rutgers Street,Maplewood                     ,NJ,07040          ,973-327-2946                  ,908-304-5582   ,Anoop Raj                     ,Y,N,N,N,11/03/2018
09620  ,SPECIAL FLOORING                                                                          ,Centron Enterprises LLC,215  Rutgers Street,Maplewood                     ,NJ,07040          ,973-327-2946                  ,908-304-5582   ,Anoop Raj                     ,Y,N,N,N,11/03/2018
09800  ,SPECIAL COATINGS                                                                          ,Centron Enterprises LLC,215  Rutgers Street,Maplewood                     ,NJ,07040          ,973-327-2946                  ,908-304-5582   ,Anoop Raj                     ,Y,N,N,N,11/03/2018
86100  ,CONSULTANT-OTHER                                                                          ,"CERAMI & ASSOCIATES, INC.",404 Fifth Avenue,NEW YORK                      ,NY,10018          ,212-616-4182                  ,,Sarah Hoff                    ,N,Y,N,Y,07/13/2019
06100  ,ROUGH CARPENTRY                                                                           ,"Certified Interiors, Inc.",25 Andrea Road,Holbrook                      ,NY,11741          ,631-225-1300                  ,516-318-0668   ,Robert A. Levey               ,N,N,N,Y,02/13/2020
06200  ,FINISH CARPENTRY                                                                          ,"Certified Interiors, Inc.",25 Andrea Road,Holbrook                      ,NY,11741          ,631-225-1300                  ,516-318-0668   ,Robert A. Levey               ,N,N,N,Y,02/13/2020
06400  ,ARCHITECTURAL WOODWORK                                                                    ,"Certified Interiors, Inc.",25 Andrea Road,Holbrook                      ,NY,11741          ,631-225-1300                  ,516-318-0668   ,Robert A. Levey               ,N,N,N,Y,02/13/2020
09250  ,GYPSUM BOARD                                                                              ,"Certified Interiors, Inc.",25 Andrea Road,Holbrook                      ,NY,11741          ,631-225-1300                  ,516-318-0668   ,Robert A. Levey               ,N,N,N,Y,02/13/2020
09510  ,ACOUSTICAL TREATMENT                                                                      ,"Certified Interiors, Inc.",25 Andrea Road,Holbrook                      ,NY,11741          ,631-225-1300                  ,516-318-0668   ,Robert A. Levey               ,N,N,N,Y,02/13/2020
12300  ,MANUFACTURED CASEWORK                                                                     ,"Certified Interiors, Inc.",25 Andrea Road,Holbrook                      ,NY,11741          ,631-225-1300                  ,516-318-0668   ,Robert A. Levey               ,N,N,N,Y,02/13/2020
32025  ,ENGINEERING - M/E/P FULL SERVICE FIRM                                                     ,"CES Engineering, LLC",811 Middle Street,Middletown                    ,CT,06457          ,860-632-1682                  ,,Kimberly Walsh                ,N,N,N,Y,04/06/2019
80025  ,CLEANING/MAINTENANCE                                                                      ,"CFO Enterprises, LLC",237 W 137th Street,New York                      ,NY,10030          ,646-418-5110                  ,,John Ellis                    ,Y,N,N,Y,07/27/2018
80235  ,SAFETY EQUIPMENT                                                                          ,"CG Industrial Safety, Inc.",12-13 Sparrow Lane,Peekskill                     ,NY,10566          ,914-734-8286                  ,914-774-5319   ,Colleen Galloway              ,N,Y,N,Y,12/23/2018
80255  ,SUPPLIES                                                                                  ,"CG Industrial Safety, Inc.",12-13 Sparrow Lane,Peekskill                     ,NY,10566          ,914-734-8286                  ,914-774-5319   ,Colleen Galloway              ,N,Y,N,Y,12/23/2018
15500  ,HEAT GENERATION                                                                           ,CHAMPION COMBUSTION CORP.,850 Elbe,Staten Island                 ,NY,10314          ,718-815-8800                  ,646-235-3307   ,Anthony J. Fischetti          ,N,N,N,N,11/03/2020
37011  ,BOILER/ENERGY                                                                             ,CHAMPION COMBUSTION CORP.,850 Elbe,Staten Island                 ,NY,10314          ,718-815-8800                  ,646-235-3307   ,Anthony J. Fischetti          ,N,N,N,N,11/03/2020
15700  ,"HEATING, VENTIL & AIR CONDITION                                                           ",Chapman & Evans Contracting Corp.,40-29 27TH STREET,LONG ISLAND CITY              ,NY,11101          ,718-472-7433                  ,718-472-7435   ,WILLIAM EVANS                 ,N,N,N,N,04/28/2020
15700  ,"HEATING, VENTIL & AIR CONDITION                                                           ","CHAPMAN & EVANS, INC.",40-29 27th Street,Long Island City              ,NY,11101          ,718-472-7433                  ,718-472-7435   ,WILLIAM EVANS                 ,N,N,N,Y,05/14/2021
16700  ,COMMUNICATIONS                                                                            ,Checkmate Communications LLC,101  Hudson Street,Jersey City                   ,NJ,07302          ,201-374-7837                  ,201-948-7324   ,Ben Allen                     ,Y,N,N,N,04/01/2019
16710  ,COMMUNICATION CIRCUITS                                                                    ,Checkmate Communications LLC,101  Hudson Street,Jersey City                   ,NJ,07302          ,201-374-7837                  ,201-948-7324   ,Ben Allen                     ,Y,N,N,N,04/01/2019
37100  ,LABORATORY TESTING & ANALYSIS                                                             ,"Chemtech Consulting Group, Inc.",284 Sheffield Street,Mountainside                  ,NJ,07092          ,908-789-8900                  ,,Emanuel Hedvat                ,Y,N,N,Y,12/30/2019
31000  ,ARCH - MODIFICATION/SPECIAL ENHANCEMENTS                                                  ,"CHI F. LAU ARCHITECT, PC",401 BROADWAY,NEW YORK                      ,NY,10013          ,917-628-1928                  ,212-966-6328   ,CHI FAI LAU                   ,Y,N,N,Y,10/14/2019
05580  ,SHEET METAL FABRICATION                                                                   ,Chief Fire Prevention & Mechanical Corp.,10 West Broad Street,Mount Vernon                  ,NY,10552          ,914-699-3557                  ,917-559-6032   ,Frank Mitarotonda             ,N,N,N,N,11/01/2019
09510  ,ACOUSTICAL TREATMENT                                                                      ,ISLAND ACOUSTICS LLC,518 Johnson Ave.,Bohemia                       ,NY,11716          ,631-234-4500                  ,,Laura Hamilton                ,N,N,N,Y,04/15/2019
07810  ,SPRAY-ON FIREPROOFING                                                                     ,"ISLAND DIVERSIFIED, INC.",1191 Scott Avenue,CALVERTON                     ,NY,11933          ,631-953-6990                  ,,Roxanne Dascal                ,N,N,N,Y,04/28/2020
09200  ,LATH AND PLASTER                                                                          ,"ISLAND DIVERSIFIED, INC.",1191 Scott Avenue,CALVERTON                     ,NY,11933          ,631-953-6990                  ,,Roxanne Dascal                ,N,N,N,Y,04/28/2020
09510  ,ACOUSTICAL TREATMENT                                                                      ,"ISLAND DIVERSIFIED, INC.",1191 Scott Avenue,CALVERTON                     ,NY,11933          ,631-953-6990                  ,,Roxanne Dascal                ,N,N,N,Y,04/28/2020
02300  ,EARTHWORK                                                                                 ,ISLAND FOUNDATIONS CORPORATION,84 Winant Place,STATEN ISLAND                 ,NY,10309          ,718-967-6062                  ,,Bill KIECKA                   ,N,N,N,Y,02/08/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,ISLAND FOUNDATIONS CORPORATION,84 Winant Place,STATEN ISLAND                 ,NY,10309          ,718-967-6062                  ,,Bill KIECKA                   ,N,N,N,Y,02/08/2020
09200  ,LATH AND PLASTER                                                                          ,"ISLAND TAPING, INC.",5-21 47TH ROAD,LONG ISLAND CITY              ,NY,11101          ,718-937-7878                  ,,Laura Scerra                  ,N,N,N,N,05/31/2019
31015  ,ARCHITECTURAL - FULL SERVICE FIRM                                                         ,"ISMAEL LEYVA ARCHITECT, P.C.",48 WEST 37TH STREET,NEW YORK                      ,NY,10018          ,212-290-1444                  ,646-209-6689   ,Jafar Tabaei                  ,Y,N,N,Y,11/30/2019
80030  ,COMPUTER HARDWARE                                                                         ,IT Computer Support of New York LLC,1441 Broadway,New York                      ,NY,10018          ,212-242-2949                  ,413-403-7905   ,Sam Levy                      ,N,N,N,Y,01/04/2021
80040  ,COMPUTER SOFTWARE                                                                         ,IT Computer Support of New York LLC,1441 Broadway,New York                      ,NY,10018          ,212-242-2949                  ,413-403-7905   ,Sam Levy                      ,N,N,N,Y,01/04/2021
31015  ,ARCHITECTURAL - FULL SERVICE FIRM                                                         ,IVAN BRICE ARCHITECTURE ,511 Canal Street,New York                      ,NY,10013          ,212-274-0056                  ,917-658-1059   ,Ivan Brice                    ,N,N,N,Y,10/24/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,J & A CONCRETE CORP.,1676 WASHINGTON AVENUE,BOHEMIA                       ,NY,11716          ,631-567-5959                  ,,Antonio Martins               ,N,N,N,Y,01/09/2021
15180  ,HEATING & COOLING PIPING (STEAMFITTING)                                                   ,J & A Contractors Corporation,142  2nd Street,BROOKLYN                      ,NY,11231          ,718-499-5541                  ,646-261-6070   ,Vito La Barbera               ,N,N,N,N,09/20/2020
15700  ,"HEATING, VENTIL & AIR CONDITION                                                           ",J & A Contractors Corporation,142  2nd Street,BROOKLYN                      ,NY,11231          ,718-499-5541                  ,646-261-6070   ,Vito La Barbera               ,N,N,N,N,09/20/2020
15900  ,CONTROLS                                                                                  ,J & A Contractors Corporation,142  2nd Street,BROOKLYN                      ,NY,11231          ,718-499-5541                  ,646-261-6070   ,Vito La Barbera               ,N,N,N,N,09/20/2020
13850  ,DETECTION & ALARM                                                                         ,J & G ELECTRICAL CORPORATION,857 Southern Blvd,Bronx                         ,NY,10459          ,718-231-5929                  ,646-261-1469   ,Jose Alvarez                  ,Y,N,N,Y,02/28/2019
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,J & G ELECTRICAL CORPORATION,857 Southern Blvd,Bronx                         ,NY,10459          ,718-231-5929                  ,646-261-1469   ,Jose Alvarez                  ,Y,N,N,Y,02/28/2019
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,J & G ELECTRICAL CORPORATION,857 Southern Blvd,Bronx                         ,NY,10459          ,718-231-5929                  ,646-261-1469   ,Jose Alvarez                  ,Y,N,N,Y,02/28/2019
15950  ,TESTING/ADJUSTING/BALANCE                                                                 ,"J & J Pirro, Inc. ",160  Middle Road,Sayville                      ,NY,11782          ,631-563-3253                  ,631-563-3254   ,John Pirro                    ,N,N,N,N,12/07/2018
99945  ,GENL CONTR - EXTERIOR MODIFICATIONS                                                       ,J & N CONSTRUCTION GROUP CORP.,98-21  101 Ave,Ozone Park                    ,NY,11416          ,718-845-0123                  ,646-339-3186   ,Sandeep Singh                 ,Y,N,N,Y,04/11/2020
86080  ,SECURITY SERVICES - WATCHGUARD/PATROL                                                     ,"J & O SECURITY SERVICES, INC.",4557 White Plains Road,BRONX                         ,NY,10470          ,718-231-1299                  ,,JOSEPH OSAGIE                 ,Y,N,N,Y,01/13/2019
13850  ,DETECTION & ALARM                                                                         ,J & T GENERAL CORP.,23-86  BQE WEST,ASTORIA                       ,NY,11103          ,917-361-7569                  ,718-728-8700   ,DEMETRIOS ANDRIANOPOULOS      ,N,N,N,N,06/06/2020
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,J & T GENERAL CORP.,23-86  BQE WEST,ASTORIA                       ,NY,11103          ,917-361-7569                  ,718-728-8700   ,DEMETRIOS ANDRIANOPOULOS      ,N,N,N,N,06/06/2020
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,J & T GENERAL CORP.,23-86  BQE WEST,ASTORIA                       ,NY,11103          ,917-361-7569                  ,718-728-8700   ,DEMETRIOS ANDRIANOPOULOS      ,N,N,N,N,06/06/2020
13850  ,DETECTION & ALARM                                                                         ,J & Y Electric And Intercom Company Inc.,1991 Lexington ave,New York                      ,NY,10035          ,212-831-5720                  ,917-673-6224   ,Yam B Gurung                  ,Y,N,N,N,04/12/2019
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,J & Y Electric And Intercom Company Inc.,1991 Lexington ave,New York                      ,NY,10035          ,212-831-5720                  ,917-673-6224   ,Yam B Gurung                  ,Y,N,N,N,04/12/2019
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,J & Y Electric And Intercom Company Inc.,1991 Lexington ave,New York                      ,NY,10035          ,212-831-5720                  ,917-673-6224   ,Yam B Gurung                  ,Y,N,N,N,04/12/2019
03200  ,CONCRETE REINFORCEMENT                                                                    ,J&E Industries LLC,140 Beach 140th Street,Belle Harbor                  ,NY,11694          ,718-474-4897                  ,718-288-8699   ,Ms. Janice Tomassetti Ameruso ,N,Y,N,N,08/22/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,J&E Industries LLC,140 Beach 140th Street,Belle Harbor                  ,NY,11694          ,718-474-4897                  ,718-288-8699   ,Ms. Janice Tomassetti Ameruso ,N,Y,N,N,08/22/2020
05500  ,METAL FABRICATIONS                                                                        ,"J. Blanco Associates, Inc.",280 Ninth Ave.,Hawthorne                     ,NJ,07506          ,973-427-0619                  ,,"Victor M. Ramos, PE           ",Y,N,N,Y,03/09/2019
05700  ,ORNAMENTAL METAL                                                                          ,"J. Blanco Associates, Inc.",280 Ninth Ave.,Hawthorne                     ,NJ,07506          ,973-427-0619                  ,,"Victor M. Ramos, PE           ",Y,N,N,Y,03/09/2019
15700  ,"HEATING, VENTIL & AIR CONDITION                                                           ","J. KOKOLAKIS CONTRACTING, INC.",1500 Ocean Avenue,Bohemia                       ,NY,11716          ,631-744-6147                  ,,Nick Leo                      ,N,N,N,Y,12/07/2018
99945  ,GENL CONTR - EXTERIOR MODIFICATIONS                                                       ,"J. KOKOLAKIS CONTRACTING, INC.",1500 Ocean Avenue,Bohemia                       ,NY,11716          ,631-744-6147                  ,,Nick Leo                      ,N,N,N,Y,12/07/2018
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,"J. KOKOLAKIS CONTRACTING, INC.",1500 Ocean Avenue,Bohemia                       ,NY,11716          ,631-744-6147                  ,,Nick Leo                      ,N,N,N,Y,12/07/2018
99999  ,GENERAL CONTRACTOR                                                                        ,"J. KOKOLAKIS CONTRACTING, INC.",1500 Ocean Avenue,Bohemia                       ,NY,11716          ,631-744-6147                  ,,Nick Leo                      ,N,N,N,Y,12/07/2018
35000  ,CONSTRUCTION MANAGERS                                                                     ,"J. PETROCELLI CONTRACTING, INC.",100 Comac Street,Ronkonkoma                    ,NY,11779          ,631-981-5200                  ,631-872-5295   ,John Petrocelli Jr            ,N,N,N,Y,05/21/2021
99945  ,GENL CONTR - EXTERIOR MODIFICATIONS                                                       ,"J. PETROCELLI CONTRACTING, INC.",100 Comac Street,Ronkonkoma                    ,NY,11779          ,631-981-5200                  ,631-872-5295   ,John Petrocelli Jr            ,N,N,N,Y,05/21/2021
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,"J. PETROCELLI CONTRACTING, INC.",100 Comac Street,Ronkonkoma                    ,NY,11779          ,631-981-5200                  ,631-872-5295   ,John Petrocelli Jr            ,N,N,N,Y,05/21/2021
99999  ,GENERAL CONTRACTOR                                                                        ,"J. PETROCELLI CONTRACTING, INC.",100 Comac Street,Ronkonkoma                    ,NY,11779          ,631-981-5200                  ,631-872-5295   ,John Petrocelli Jr            ,N,N,N,Y,05/21/2021
05120  ,STRUCTURAL STEEL                                                                          ,"J.A. McMahon, Inc.",649 Grant Street,Niles                         ,OH,44446          ,330-652-2588                  ,330-727-0510   ,John McMahon III              ,N,N,N,Y,06/23/2020
05200  ,METAL JOISTS                                                                              ,"J.A. McMahon, Inc.",649 Grant Street,Niles                         ,OH,44446          ,330-652-2588                  ,330-727-0510   ,John McMahon III              ,N,N,N,Y,06/23/2020
05300  ,METAL DECKING                                                                             ,"J.A. McMahon, Inc.",649 Grant Street,Niles                         ,OH,44446          ,330-652-2588                  ,330-727-0510   ,John McMahon III              ,N,N,N,Y,06/23/2020
05500  ,METAL FABRICATIONS                                                                        ,"J.A. McMahon, Inc.",649 Grant Street,Niles                         ,OH,44446          ,330-652-2588                  ,330-727-0510   ,John McMahon III              ,N,N,N,Y,06/23/2020
86030  ,ENVIRONMENTAL CONSULTING SERVICES                                                         ,J.C. BRODERICK & ASSOCIATES,1775 Expressway Drive North,Hauppauge                     ,NY,11788          ,631-584-5492                  ,631-806-1448   ,Chris Carnahan                ,N,N,N,Y,03/28/2019
05120  ,STRUCTURAL STEEL                                                                          ,J.C. STEEL CORPORATION,1229 LAKELAND AVENUE,BOHEMIA                       ,NY,11716          ,631-563-3545                  ,631-563-3546   ,Deborah Adams                 ,N,Y,N,Y,03/31/2020
05300  ,METAL DECKING                                                                             ,J.C. STEEL CORPORATION,1229 LAKELAND AVENUE,BOHEMIA                       ,NY,11716          ,631-563-3545                  ,631-563-3546   ,Deborah Adams                 ,N,Y,N,Y,03/31/2020
05500  ,METAL FABRICATIONS                                                                        ,J.C. STEEL CORPORATION,1229 LAKELAND AVENUE,BOHEMIA                       ,NY,11716          ,631-563-3545                  ,631-563-3546   ,Deborah Adams                 ,N,Y,N,Y,03/31/2020
15400  ,PLUMBING                                                                                  ,J.E.S. Plumbing & Heating Corp,355 Butler St,BROOKLYN                      ,NY,11217          ,718-834-0600                  ,917-416-0223   ,JOHN SCARPINITO               ,N,N,N,Y,12/01/2019
13850  ,DETECTION & ALARM                                                                         ,"J.H. Electric of New York, Inc.",1 Detroit Road,Huntington Station            ,NY,11746          ,631-423-6969                  ,516-250-8733   ,Raina Herrick                 ,N,Y,N,Y,10/09/2018
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,"J.H. Electric of New York, Inc.",1 Detroit Road,Huntington Station            ,NY,11746          ,631-423-6969                  ,516-250-8733   ,Raina Herrick                 ,N,Y,N,Y,10/09/2018
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,"J.H. Electric of New York, Inc.",1 Detroit Road,Huntington Station            ,NY,11746          ,631-423-6969                  ,516-250-8733   ,Raina Herrick                 ,N,Y,N,Y,10/09/2018
09620  ,SPECIAL FLOORING                                                                          ,"J.J. CURRAN & SON, INC.",501 SOUTH PEARL STREET,ALBANY                        ,NY,12202          ,518-434-8110                  ,,Sherry McClenahan             ,N,Y,N,N,02/28/2019
09640  ,WOOD FLOORING                                                                             ,"J.J. CURRAN & SON, INC.",501 SOUTH PEARL STREET,ALBANY                        ,NY,12202          ,518-434-8110                  ,,Sherry McClenahan             ,N,Y,N,N,02/28/2019
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,J.M. ELECTRICAL CORP.,122 East 42nd Street,New York                      ,NY,10168          ,917-417-3361                  ,212-692-0700   ,John A. Medina                ,Y,N,N,N,11/04/2019
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,J.M. ELECTRICAL CORP.,122 East 42nd Street,New York                      ,NY,10168          ,917-417-3361                  ,212-692-0700   ,John A. Medina                ,Y,N,N,N,11/04/2019
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,J.M.J. Electric Corp.,34-11 10th Street,L.I.C.                        ,NY,11106          ,718-472-4330                  ,646-761-7577   ,Selig John Greller            ,N,N,Y,N,07/23/2018
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,J.M.J. Electric Corp.,34-11 10th Street,L.I.C.                        ,NY,11106          ,718-472-4330                  ,646-761-7577   ,Selig John Greller            ,N,N,Y,N,07/23/2018
36000  ,CONSTR RELATED SRVCS (USE W/PROFILE CODES)                                                ,"J.M.V. ASSOCIATES, L.L.C.",38-39 BELL BOULEVARD,BAYSIDE                       ,NY,11361          ,718-631-0006                  ,646-358-5181   ,JACQUELINE VELEZ              ,Y,Y,N,Y,06/07/2020
02200  ,SITE PREPARATION                                                                          ,J.P. HOGAN CORING & SAWING CORP.,680 GULF AVENUE,STATEN ISLAND                 ,NY,10314          ,718-761-7014                  ,718-761-4564   ,Kathleen Makowski             ,N,Y,N,N,06/08/2018
02210  ,SUBSURFACE INVESTIGATION                                                                  ,J.P. HOGAN CORING & SAWING CORP.,680 GULF AVENUE,STATEN ISLAND                 ,NY,10314          ,718-761-7014                  ,718-761-4564   ,Kathleen Makowski             ,N,Y,N,N,06/08/2018
07500  ,MEMBRANE ROOFING                                                                          ,"J.P. Patti Tecta America, LLC",365 Jefferson Street,Saddle Brook                  ,NJ,07663-0539     ,973-510-2957                  ,,Daniel Carmeci                ,N,N,N,Y,03/27/2020
07600  ,FLASHING AND SHEET METAL                                                                  ,"J.P. Patti Tecta America, LLC",365 Jefferson Street,Saddle Brook                  ,NJ,07663-0539     ,973-510-2957                  ,,Daniel Carmeci                ,N,N,N,Y,03/27/2020
07700  ,ROOF SPECIALTIES/ACCESSORIES                                                              ,"J.P. Patti Tecta America, LLC",365 Jefferson Street,Saddle Brook                  ,NJ,07663-0539     ,973-510-2957                  ,,Daniel Carmeci                ,N,N,N,Y,03/27/2020
37000  ,TOPOGRAPHICAL MAPPING                                                                     ,"J.T. HICKS ASSOCIATES, LLC",75 BROOKFIELD ROAD,NORTH WOODMERE                ,NY,11581-2912     ,516-830-1539                  ,516-284-7623   ,JOHN HICKS                    ,Y,N,N,Y,12/06/2019
37102  ,SURVEYING                                                                                 ,"J.T. HICKS ASSOCIATES, LLC",75 BROOKFIELD ROAD,NORTH WOODMERE                ,NY,11581-2912     ,516-830-1539                  ,516-284-7623   ,JOHN HICKS                    ,Y,N,N,Y,12/06/2019
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,J.W. ELECTRIC CORP.,1106 EAST 43RD STREET,BROOKLYN                      ,NY,11210          ,718-209-1587                  ,917-416-1477   ,JOSEPH WILLIAMS               ,Y,N,N,N,12/09/2018
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,J.W. ELECTRIC CORP.,1106 EAST 43RD STREET,BROOKLYN                      ,NY,11210          ,718-209-1587                  ,917-416-1477   ,JOSEPH WILLIAMS               ,Y,N,N,N,12/09/2018
31015  ,ARCHITECTURAL - FULL SERVICE FIRM                                                         ,"JACK L. GORDON ARCHITECTS, P.C.",345 Seventh Avenue,NEW YORK                      ,NY,10001          ,212-279-0550                  ,,Ryan Watson                   ,N,N,N,Y,10/31/2020
86070  ,REALTOR/REAL ESTATE/APPRAISER                                                             ,JACQUES O. TUCHLER & ASSOCIATES,26 COURT STREET,BROOKLYN                      ,NY,11242          ,718-625-2080                  ,917-671-8205   ,DORIS SILBER                  ,N,N,N,Y,10/22/2018
80070  ,ELECTRICAL SUPPLIES                                                                       ,Jamaica Electrical Supply Inc,121-02 Jamaica Avenue,Richmond Hill                 ,NY,11418          ,718-849-5555                  ,718-749-7497   ,Sukhwinder Singh              ,Y,N,N,N,11/07/2019
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,JAMCOB ELECTRIC LLC,816 East 149th Street,BRONX                         ,NY,10455          ,347-582-0845                  ,347-577-6644   ,ANGEL BEATO                   ,Y,N,N,N,02/23/2019
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,JAMCOB ELECTRIC LLC,816 East 149th Street,BRONX                         ,NY,10455          ,347-582-0845                  ,347-577-6644   ,ANGEL BEATO                   ,Y,N,N,N,02/23/2019
